Source,Preferred society name,Society id,Cross-dataset id,Original society name,eHRAF name,eHRAF code,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family
Ethnographic Atlas,Marshallese,If17,xd832,Marshallese (If17),Marshallese,OR11,6.28,169.49,6,169,rata1243,Ratak,,Austronesian
Binford Hunter-Gatherer,Mistissini Cree,B338,xd1062,Mistassini Cree (B338),,,51.75,-72.66,51.75,-72.66,sout2978,Southern East Cree,crj,Algic
Standard cross-cultural sample,Masa,SCCS27,xd383,Masa (SCCS27),,,10.5,15.5,10.5,15.5,masa1322,Masana,mcn,Afro-Asiatic
Ethnographic Atlas,Masa,Ai9,xd383,Masa (Ai9),,,10,16,10,16,masa1322,Masana,mcn,Afro-Asiatic
Binford Hunter-Gatherer,Railroad Valley Shoshoni,B217,xd1171,Railroad Valley Shoshoni (B217),Western,NT22,38.33,-115.78,38.33,-115.78,west2622,Western Shoshoni,,Uto-Aztecan
Binford Hunter-Gatherer,Mattole-Bear River,B169,xd1099,Mattole (B169),,,40.17,-124.04,40.17,-124.04,matt1238,Mattole,mvb,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Mattole-Bear River,Nb38,xd1099,Mattole (Nb38),,,40.35,-123.47,40,-124,matt1238,Mattole,mvb,Athapaskan-Eyak-Tlingit
Western North American Indian database,Mattole-Bear River,WNAI41,xd1099,Mattole Athapaskan (J41),,,40.4,-124.1,40.4,124.1,matt1238,Mattole,mvb,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Mazateco,Nj5,xd1304,Mazateco (Nj5),,,18,-97,18,-97,huau1238,Huautla Mazatec,mau,Otomanguean
Ethnographic Atlas,Mistissini Cree,Na45,xd1062,Mistassini (Na45),,,51.75,-72.66,51.75,-72.66,sout2978,Southern East Cree,crj,Algic
Ethnographic Atlas,Mbala,Ac15,xd39,Mbala (Ac15),,,-5,18,-5,18,mbal1257,Mbala,mdp,Atlantic-Congo
Ethnographic Atlas,Mbandja,Ai25,xd354,Mbandja (Ai25),,,4,21,4,21,mban1263,Mbandja,zmz,Atlantic-Congo
Binford Hunter-Gatherer,Rainy River Ojibwe,B331,xd1053,Rainy River Ojibwa (B331),Ojibwa,NG06,45.21,-85.1,45.21,-85.1,rain1239,Rainy River Ojibwa,,Algic
Ethnographic Atlas,Mitsogho,Ac16,xd40,Shogo (Ac16),,,-1,12,-1,12,tsog1243,Tsogo,tsv,Atlantic-Congo
Ethnographic Atlas,Rainy River Ojibwe,Na37,xd1053,Rainy River (Na37),Ojibwa,NG06,49,-92,49,-92,rain1239,Rainy River Ojibwa,,Algic
Ethnographic Atlas,Toba Batak,Ib4,xd753,Batak (Ib4),,,2,99,2,99,bata1289,Batak Toba,bbc,Austronesian
Ethnographic Atlas,Mixe,Nj7,xd1306,Mixe (Nj7),,,17,-95,17,-95,isth1238,Isthmus Mixe,mir,Mixe-Zoque
Ethnographic Atlas,Rangi,Ad25,xd93,Rangi (Ad25),,,-5,36,-5,36,lang1320,Langi,lag,Atlantic-Congo
Ethnographic Atlas,Tobelorese,Ic10,xd760,Tobelorese (Ic10),,,1,128,1,128,tobe1252,Tobelo,tlb,North Halmahera
Ethnographic Atlas,Achumawi,Nc10,xd1108,Achomawi (Nc10),,,41,-121,41,-121,achu1247,Achumawi,acv,Palaihnihan
Ethnographic Atlas,Mixtec,Nj12,xd1298,Mixtec (Nj12),,,18,-98,18,-98,nort2986,Northwest Oaxaca Mixtec,mxa,Otomanguean
Ethnographic Atlas,Ranon,Ih13,xd866,Ranon (Ih13),,,-16.18,168.15,-16,168,nort2839,North Ambrym,mmg,Austronesian
Standard cross-cultural sample,Tobelorese,SCCS88,xd760,Tobelorese (SCCS88),,,2,127.94,2,128,tobe1252,Tobelo,tlb,North Halmahera
Ethnographic Atlas,Miyakans,Ed15a,xd642,Miyakans (Ed15a),,,24.79,125.32,24,125,miya1259,Miyako,mvi,Japonic
Ethnographic Atlas,Raroians,Ij5,xd894,Raroians (Ij5),,,-15.94,-142.31,-16,-142,tuam1242,Tuamotuan,pmt,Austronesian
Ethnographic Atlas,Toda,Eg4,xd680,Toda (Eg4),Toda,AW60,12,77,12,77,toda1252,Toda,tcx,Dravidian
Binford Hunter-Gatherer,Mlabri,B16,xd909,Mrabri (B16),,,18.41,100.47,18.41,100.47,mlab1235,Mlabri,mra,Austroasiatic
Western North American Indian database,Achumawi (West),WNAI52,xd1108,West Achomawi (J52),,,41.2,-121.4,41.2,121.4,achu1247,Achumawi,acv,Palaihnihan
Ethnographic Atlas,Reddi,Eg14,xd677,Reddi (Eg14),,,18,82,18,82,mukh1238,Mukha-Dora,mmk,Dravidian
Ethnographic Atlas,White Knife Shoshoni,Nd43,xd1178,White Knife (Nd43),,,41,-117,41,-117,west2622,Western Shoshoni,,Uto-Aztecan
Standard cross-cultural sample,Toda,SCCS61,xd680,Toda (SCCS61),Toda,AW60,11.5,76.5,11.5,76.5,toda1252,Toda,tcx,Dravidian
Ethnographic Atlas,Mnong Gar,Ej2,xd724,Mnong Gar (Ej2),,,12,107,12,107,east2333,Eastern Mnong,mng,Austroasiatic
Ethnographic Atlas,Rega,Ae17,xd135,Rega (Ae17),,,-3,28,-3,28,lega1249,Lega-Shabunda,lea,Atlantic-Congo
Binford Hunter-Gatherer,Toedokado,B210,xd1161,Cattail Paiute (B210),,,40.12,-118.37,40.12,-118.37,sout2967,South Northern Paiute,,Uto-Aztecan
Ethnographic Atlas,Moache,Nd60,xd1197,Moache (Nd60),,,37,-105,37,-105,utee1244,Ute,,Uto-Aztecan
Ethnographic Atlas,Regeibat,Cc1,xd487,Regeibat (Cc1),,,22,-13,22,-13,hass1238,Hassaniyya,mey,Afro-Asiatic
Ethnographic Atlas,Toedokado,Nd28,xd1161,Toedokado (Nd28),,,40,-118,40,-118,sout2967,South Northern Paiute,,Uto-Aztecan
Western North American Indian database,Achumawi (East),WNAI51,xd1108,East Achomawi (J51),,,41.4,-120.5,41.4,120.5,achu1247,Achumawi,acv,Palaihnihan
Binford Hunter-Gatherer,Akurio,B37,xd916,Akuriyo (B37),,,3,-55,3,-55,akur1238,Akurio,ako,Cariban
Ethnographic Atlas,Rengma,Ei15,xd702,Rengama (Ei15),,,26,94,26,94,sout2732,Southern Rengma Naga,nre,Sino-Tibetan
Western North American Indian database,Tohono O'odham,WNAI146,xd1287,Papago (J146),O'Odham,NU79,32,-112,32,112,toho1246,Tohono O'odam,,Uto-Aztecan
Ethnographic Atlas,Moapa,Nd51,xd1187,Moapa (Nd51),,,36,-115,36,-115,sout2969,Southern Paiute,,Uto-Aztecan
Ethnographic Atlas,Rennell Islanders,Ii10,xd877,Rennell (Ii10),,,-11.74,160.42,-12,160,renn1242,Rennell-Bellona,mnv,Austronesian
Standard cross-cultural sample,Tohono O'odham,SCCS151,xd1287,Papago (SCCS151),O'Odham,NU79,32,-112,32,-112,toho1246,Tohono O'odam,,Uto-Aztecan
Ethnographic Atlas,Moba,Ag50,xd289,Moba (Ag50),,,11,1,11,1,moba1244,Moba,mfq,Atlantic-Congo
Binford Hunter-Gatherer,Achumawi,B187,xd1108,Achomawi (B187),,,41.32,-121.19,41.32,-121.19,achu1247,Achumawi,acv,Palaihnihan
Ethnographic Atlas,Reshe,Ah15,xd304,Reshe (Ah15),,,11,5,11,5,resh1242,Reshe,res,Atlantic-Congo
Ethnographic Atlas,Tohono O'odham,Ni2,xd1287,Papago (Ni2),O'Odham,NU79,31,-112,31,-112,toho1246,Tohono O'odam,,Uto-Aztecan
Binford Hunter-Gatherer,Modoc,B188,xd1140,Modoc (B188),,,42,-121.31,42,-121.31,klam1254,Klamath-Modoc,kla,Klamath-Modoc
Ethnographic Atlas,Chekiang,Ed15b,xd643,Chekiang (Ed15b),,,31,120,31,120,wuch1236,Wu Chinese,wuu,Sino-Tibetan
Standard cross-cultural sample,Riffians,SCCS42,xd521,Riffians (SCCS42),Berbers of Morocco,MX03,34.92,-3.25,34.92,-3.25,tari1263,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,rif,Afro-Asiatic
Ethnographic Atlas,Northern Foothill Yokuts,Nc3,xd1129,Yokuts (Nc3),Yokuts,NS29,36,-120,36,-120,nort2937,Northern Foothill Yokuts,,Yokutsan
Western North American Indian database,Chemehuevi,WNAI135,xd1190,Chemehuevi Southern Paiute (J135),Southern,NT16,34.3,-116,34.3,116,chem1251,Chemehuevi,,Uto-Aztecan
Ethnographic Atlas,Tokelau,Ii6,xd885,Tokelau (Ii6),,,-9.2,-171.85,-9,-172,toke1240,Tokelau,tkl,Austronesian
Binford Hunter-Gatherer,Northern Pomo,B173,xd1115,Nothern Pomo (B173),Pomo,NS18,39.34,-123.29,39.34,-123.29,nort2966,Northern Pomo,pej,Pomoan
Binford Hunter-Gatherer,Chenchu,B15,xd672,Chenchu (B15),,,16.25,78.97,16.25,78.97,chen1255,Chenchu,cde,Dravidian
Binford Hunter-Gatherer,Aivilingmiut Inuit,B383,xd1024,Aivilingmiut Inuit (B383),,,65.16,-88.12,65.16,-88.12,cari1277,Caribou Eskimo,,Eskimo-Aleut
Ethnographic Atlas,Chenchu,Eg1,xd672,Chenchu (Eg1),,,16,79,16,79,chen1255,Chenchu,cde,Dravidian
Standard cross-cultural sample,Northern Saulteaux,SCCS127,xd1049,Saulteaux (SCCS127),Ojibwa,NG06,52,-95.5,52,-95.5,alba1270,Albany River Ojibwa,,Algic
Ethnographic Atlas,Riffians,Cd3,xd521,Riffians (Cd3),Berbers of Morocco,MX03,35,-4,35,-4,tari1263,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,rif,Afro-Asiatic
Ethnographic Atlas,Northern Saulteaux,Na33,xd1049,Northern Saulteaux (Na33),Ojibwa,NG06,52,-98,52,-98,alba1270,Albany River Ojibwa,,Algic
Western North American Indian database,Chetco,WNAI33,xd1422,Chetco Athapaskan (J33),,,42.1,-124.2,42.1,124.2,tolo1259,Tolowa-Chetco,tol,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Tolkepaya,Nd67,xd1204,Tolkepaya (Nd67),,,34,-114,34,-114,yava1252,Yavapai,,Cochimi-Yuman
Western North American Indian database,North Fork Mono,WNAI71,xd993,San Joaquin Mono (Uto-Aztecan) (J71),,,37.5,-119,37.5,119,mono1275,Mono (USA),mnr,Uto-Aztecan
Binford Hunter-Gatherer,Cheyenne,B245,xd1224,Cheyenne (B245),,,38.83,-102.35,38.83,-102.35,chey1247,Cheyenne,chy,Algic
Ethnographic Atlas,Modoc,Nc9,xd1140,Modoc (Nc9),,,42,-122,42,-122,klam1254,Klamath-Modoc,kla,Klamath-Modoc
Ethnographic Atlas,Cheyenne,Ne5,xd1224,Cheyenne (Ne5),,,39,-104,39,-104,chey1247,Cheyenne,chy,Algic
Binford Hunter-Gatherer,Norton Sound Inuit,B369,xd1014,Norton Sound Inuit (B369),,,63.98,-160.75,63.98,-160.75,kusk1241,Kuskokwim Yupik,,Eskimo-Aleut
Ethnographic Atlas,Romanians,Ch10,xd547,Romanians (Ch10),,,45,26,45,26,baya1255,Bayash-Rudar,,Indo-European
Ethnographic Atlas,Nsaw,Ae56,xd178,Nsaw (Ae56),,,6,11,6,11,lamn1239,Lamnso',lns,Atlantic-Congo
Ethnographic Atlas,Chickasaw,Ng14,xd1249,Chickasaw (Ng14),,,35,-85,35,-85,chic1270,Chickasaw,cic,Muskogean
Ethnographic Atlas,Tolowa,Nb6,xd1103,Tolowa (Nb6),,,42,-124,42,-124,tolo1259,Tolowa-Chetco,tol,Athapaskan-Eyak-Tlingit
Western North American Indian database,Chilcotin,WNAI95,xd1206,Chilcotin (J95),,,51.7,-125,51.7,125,chil1280,Chilcotin,clc,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Chilcotin,Nd8,xd1206,Chilcotin (Nd8),,,52,-122,52,-122,chil1280,Chilcotin,clc,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Mogh,Ei9,xd715,Mogh (Ei9),,,20.49,92.64,20,92,rakh1245,Rakhine,rki,Sino-Tibetan
Binford Hunter-Gatherer,Chilcotin,B348,xd1206,Chilcotin (B348),,,51.68,-124,51.68,-124,chil1280,Chilcotin,clc,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Nunamiut,Na12,xd1029,Nunamiut (Na12),,,68,-152,68,-152,anak1241,Anaktuvik Pass Inupiatun,,Eskimo-Aleut
Ethnographic Atlas,Rossel Islanders,Ig11,xd843,Rossel (Ig11),,,-11.36,154.14,-9,154,yele1255,Yele,yle,Yele
Binford Hunter-Gatherer,Nunggubuyu,B92,xd944,Nunggubuyu (B92),,,-13.76,135.98,-13.76,135.98,nung1290,Wubuy,nuy,Gunwinyguan
Binford Hunter-Gatherer,Nunivak,B299,xd1064,Nunivak (B299),,,60.03,-166.3,60.03,-166.3,kusk1241,Kuskokwim Yupik,,Eskimo-Aleut
Western North American Indian database,Tolowa,WNAI35,xd1103,Tolowa Athapaskan (J35),,,41.87,-123.92,41.7,124.2,tolo1259,Tolowa-Chetco,tol,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Nunivak,Na6,xd1064,Nunivak (Na6),,,60,-166,60,-166,kusk1241,Kuskokwim Yupik,,Eskimo-Aleut
Ethnographic Atlas,Nunuma,Ag42,xd280,Nunuma (Ag42),,,12,-3,12,-3,sout2795,Southern Nuni,nnw,Atlantic-Congo
Standard cross-cultural sample,Ainu,SCCS118,xd635,Ainu (SCCS118),Ainu,AB06,42.83,143,42.83,143,ainu1240,Hokkaido Ainu,ain,Ainu
Standard cross-cultural sample,Chiricahua,SCCS148,xd1259,Chiricahua (SCCS148),Eastern Apache,NT08,32,-109.5,32,-109.5,mesc1238,Mescalero-Chiricahua Apache,apm,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Nuristani,Ea5,xd604,Nuri (Ea5),,,36,71,36,71,kamv1242,Kamviri,xvi,Indo-European
Ethnographic Atlas,Rotinese,Ic4,xd766,Rotinese (Ic4),,,-10.71,123.18,-11,123,term1237,Termanu,twu,Austronesian
Binford Hunter-Gatherer,Nuxalk,B291,xd1106,Bella-Coola (B291),Nuxalk,NE06,52.32,-126.58,52.32,-126.58,bell1243,Bella Coola,blc,Salishan
Standard cross-cultural sample,Nuxalk,SCCS132,xd1106,Bellacoola (SCCS132),Nuxalk,NE06,52.33,-126.5,52.33,-126.5,bell1243,Bella Coola,blc,Salishan
Binford Hunter-Gatherer,Tolowa,B178,xd1103,Tolowa (B178),,,41.87,-123.92,41.87,-123.92,tolo1259,Tolowa-Chetco,tol,Athapaskan-Eyak-Tlingit
Western North American Indian database,Nuxalk,WNAI11,xd1106,Bella Coola Salish (J11),Nuxalk,NE06,52.5,-127.5,52.5,127.5,bell1243,Bella Coola,blc,Salishan
Ethnographic Atlas,Chitimacha,Ng15,xd1250,Chitimacha (Ng15),,,30,-90,30,-90,chit1248,Chitimacha,ctm,Chitimacha
Binford Hunter-Gatherer,Alsea,B269,xd1088,Alsea (B269),,,44.42,-123.84,44.42,-123.84,alse1251,Alsea-Yaquina,aes,Alsea-Yaquina
Ethnographic Atlas,Choctaw,Ng12,xd1247,Choctaw (Ng12),,,33,-88,33,-88,choc1276,Choctaw,cho,Muskogean
Ethnographic Atlas,Choiseulese,Ig12,xd844,Choiseulese (Ig12),,,-6.69,156.52,-6,156,vagh1249,Vaghua,tva,Austronesian
Ethnographic Atlas,Rotumans,Ih6,xd872,Rotumans (Ih6),,,-12.5,177.07,-13,177,rotu1241,Rotuman,rtm,Austronesian
Ethnographic Atlas,Nyamwezi,Ad20,xd88,Nyamwezi (Ad20),,,-5,33,-5,33,nyam1276,Nyamwezi,nym,Atlantic-Congo
Binford Hunter-Gatherer,Cholanaikkan,B20,xd913,Cholanaickan (B20),,,10.18,76.4,10.18,76.4,jenn1240,Jennu Kurumba,xuj,Dravidian
Ethnographic Atlas,Tolupan,Sa16,xd1316,Jicaque (Sa16),,,15,-87,15,-87,toll1241,Tol,jic,Jicaquean
Ethnographic Atlas,Nyanja,Ac38,xd64,Nyanja (Ac38),,,-16,36,-16,36,nucl1395,Nuclear Nyanja,,Atlantic-Congo
Ethnographic Atlas,Chopi,Ab22,xd25,Chopi (Ab22),,,-24.76,34.47,-25,35,copi1238,Copi,,Atlantic-Congo
Ethnographic Atlas,Mojave,Nh21,xd1272,Mohave (Nh21),Mohave,NT28,35,-114,35,-114,moha1256,Mohave,mov,Cochimi-Yuman
Ethnographic Atlas,Choroti,Sh5,xd1392,Choroti (Sh5),Choroti,SK06,-22,-62,-22,-62,iyow1239,Iyo'wujwa Chorote,crq,Matacoan
Ethnographic Atlas,Nyasa,Ac39,xd65,Nyasa (Ac39),,,-13,35,-13,35,mand1423,Manda-Matumba,mgs,Atlantic-Congo
Binford Hunter-Gatherer,Round Lake Ojibwa,B335,xd1003,Round Lake Ojibwa (B335),,,52.71,-90.62,52.71,-90.62,seve1241,Severn River Ojibwa,,Algic
Ethnographic Atlas,Nyimang,Ai43,xd374,Nyima (Ai43),,,12,29,12,29,amas1236,Ama (Sudan),nyi,Nyimang
Ethnographic Atlas,Nyoro,Ad2,xd87,Nyoro (Ad2),Banyoro,FK11,2,32,2,32,nyor1246,Nyoro,nyo,Atlantic-Congo
Ethnographic Atlas,Toma,Af11,xd188,Toma (Af11),,,11,-9,11,-9,toma1245,Toma,tod,Mande
Ethnographic Atlas,Ob Ostyak,Ec10,xd618,Ob Ostyak (Ec10),,,62,74,62,74,khan1273,Kazym-Berezover-Suryskarer Khanty,kca,Uralic
Ethnographic Atlas,Chukchi,Ec3,xd631,Chukchee (Ec3),Chukchee,RY02,66,177,66,177,chuk1273,Chukchi,ckt,Chukotko-Kamchatkan
Ethnographic Atlas,Moken,Ej6,xd728,Selung (Ej6),,,11.78,98.28,12,98,moke1242,Moken,mwt,Austronesian
Ethnographic Atlas,Chumash,Nc28,xd1127,Chumash (Nc28),,,34.44,-119.71,34,-120,cruz1243,Cruzeño,crz,Chumashan
Binford Hunter-Gatherer,Chumash,B161,xd1127,Chumash (B161),,,34.63,-119.6,34.63,-119.6,cruz1243,Cruzeño,crz,Chumashan
Ethnographic Atlas,Rucuyen,Sc14,xd1340,Rucuyen (Sc14),,,3,-55,3,-55,waya1269,Wayana,way,Cariban
Standard cross-cultural sample,Omaha,SCCS143,xd1237,Omaha (SCCS143),Omaha,NQ21,41.43,-96.5,41.43,-96.5,omah1248,Omaha,,Siouan
Binford Hunter-Gatherer,Ona,B54,xd1385,Ona (B54),Ona,SH04,-53.9,-68.62,-53.9,-68.62,onaa1245,Selk'nam,ona,Chonan
Ethnographic Atlas,Tonga,Ac13,xd37,Lake Tonga (Ac13),Lakeshore Tonga,FR07,-12,34,-12,34,tong1321,Tonga (Nyasa),tog,Atlantic-Congo
Ethnographic Atlas,Coahuilteco,Ne21,xd1221,Coahuilteco (Ne21),,,29,-99,29,-99,coah1252,Coahuilteco,xcw,Coahuilteco
Binford Hunter-Gatherer,Onge,B5,xd902,Onge (B5),,,10.7,92.47,10.7,92.47,onge1236,Önge,oon,Jarawa-Onge
Ethnographic Atlas,Alacaluf,Sg5,xd1387,Alacaluf (Sg5),,,-52,-74,-52,-74,qawa1238,Qawasqar,alc,Kawesqar
Ethnographic Atlas,Ontong Java,Ii5,xd884,Ontong Java (Ii5),,,-5.48,159.7,-5,160,onto1237,Luangiua,ojv,Austronesian
Binford Hunter-Gatherer,Coast Yuki,B177,xd1113,Coast Yuki (B177),Yuki,NS30,39.64,-123.74,39.64,-123.74,yuki1243,Yuki,yuk,Yuki-Wappo
Ethnographic Atlas,Rumbi,Ae35,xd155,Rumbi (Ae35),,,0,28,0,28,lomb1254,Lombi,lmi,Central Sudanic
Ethnographic Atlas,Opata,Ni8,xd1293,Opata (Ni8),,,30,-110,30,-110,opat1246,Teguima,opt,Uto-Aztecan
Ethnographic Atlas,Oroch,ec20,xd629,Oroch (ec20),,,51,138,51,138,oroc1248,Oroch,oac,Tungusic
Ethnographic Atlas,Tongans,Ii12,xd878,Tongans (Ii12),Tongans,OU09,-19.74,-175.07,-20,-174,tong1325,Tonga (Tonga Islands),ton,Austronesian
Binford Hunter-Gatherer,Orogens,B23,xd915,Orogens (B23),,,51.91,122.5,51.91,122.5,oroq1238,Oroqen,orh,Tungusic
Ethnographic Atlas,Orok,ec19,xd627,Orok (ec19),,,54.01,142.71,54,142,orok1265,Orok,oaa,Tungusic
Ethnographic Atlas,Alorese,Ic2,xd764,Alorese (Ic2),Alor,OF05,-8.22,124.26,-8,125,abui1241,Abui,abz,Timor-Alor-Pantar
Ethnographic Atlas,Orokaiva,Ie9,xd823,Orokaiva (Ie9),Orokaiva,OJ23,-9,148,-9,148,orok1269,Orokaiva,okv,Nuclear Trans New Guinea
Standard cross-cultural sample,Orokaiva,SCCS92,xd823,Orokaiva (SCCS92),Orokaiva,OJ23,-8.5,148,-8.5,148,orok1269,Orokaiva,okv,Nuclear Trans New Guinea
Ethnographic Atlas,Rundi,Ae8,xd184,Rundi (Ae8),Barundi,FO58,-3,30,-3,30,rund1242,Rundi,run,Atlantic-Congo
Ethnographic Atlas,Ossetians,Ci6,xd582,Osset (Ci6),,,43,44,43,44,osse1243,Ossetian,oss,Indo-European
Ethnographic Atlas,Otoe,Nf11,xd1231,Oto (Nf11),,,40,-95,40,-95,otoo1241,Oto,,Siouan
Ethnographic Atlas,Tongarevans,Ij10,xd890,Tongarevans (Ij10),,,-9.02,-158.03,-9,-158,penr1237,Penrhyn,pnh,Austronesian
Ethnographic Atlas,Otomí,Nj13,xd1299,Otomi (Nj13),,,20,-99,20,-99,mezq1235,Mezquital Otomi,ote,Otomanguean
Binford Hunter-Gatherer,Coeur d’Alene,B320,xd1146,Coeur d'Alene (B320),Southeast,NR19,47.42,-116.34,47.42,-116.34,coeu1236,Coeur d'Alene,crd,Salishan
Ethnographic Atlas,Mondari,Aj16,xd391,Mondari (Aj16),,,6,31,6,31,mand1425,Mandari,mqu,Nilotic
Ethnographic Atlas,Otoro,Ai10,xd338,Otoro (Ai10),,,12,31,12,31,otor1240,Otoro,otr,Heibanic
Ethnographic Atlas,Ottawa,Na40,xd1057,Ottawa (Na40),,,46,-82,46,-82,otta1242,Ottawa,otw,Algic
Standard cross-cultural sample,Russians,SCCS54,xd548,Russians (SCCS54),,,52.67,41.33,52.67,41.33,russ1263,Russian,rus,Indo-European
Binford Hunter-Gatherer,Comanche,B241,xd1222,Comanche (B241),Comanche,NO06,36.83,-100.5,36.83,-100.5,coma1245,Comanche,com,Uto-Aztecan
Ethnographic Atlas,Comox,Nb14,xd1073,Comox (Nb14),,,49.72,-124.97,50,-125,isla1276,Island Comox,,Salishan
Ethnographic Atlas,Tongva,Nc29,xd1128,Gabrielo (Nc29),,,34,-118,34,-118,tong1329,Tongva,,Uto-Aztecan
Ethnographic Atlas,Russians,Ch11,xd548,Russians (Ch11),,,53,41,53,41,russ1263,Russian,rus,Indo-European
Western North American Indian database,Tongva,WNAI81,xd1128,Gabrielino (J81),,,34.8,-118,34.8,118,tong1329,Tongva,,Uto-Aztecan
Standard cross-cultural sample,Rwala,SCCS46,xd588,Rwala Bedouin (SCCS46),Rwala,MD04,33.25,38.5,33.25,38.5,east2690,Eastern Egyptian Bedawi Arabic,avl,Afro-Asiatic
Binford Hunter-Gatherer,Tongva,B156,xd1128,Gabrieleno (B156),,,34,-118,34,-118,tong1329,Tongva,,Uto-Aztecan
Ethnographic Atlas,Rwala,Cj2,xd588,Rwala (Cj2),Rwala,MD04,33,37,33,37,east2690,Eastern Egyptian Bedawi Arabic,avl,Afro-Asiatic
Ethnographic Atlas,Topoke,Ae26,xd145,Topoke (Ae26),,,0,24,0,24,poke1238,Poke,pof,Atlantic-Congo
Ethnographic Atlas,Saadi,Cd18,xd516,Saadi (Cd18),Libyan Bedouin,MT09,30,28,30,28,said1239,Saidi Arabic,aec,Afro-Asiatic
Ethnographic Atlas,Toposa,Aj24,xd400,Topotha (Aj24),,,5,34,5,34,topo1242,Toposa,toq,Nilotic
Ethnographic Atlas,Safwa,Ad17,xd84,Safwa (Ad17),,,-8,33,-8,33,safw1238,Safwa,sbk,Atlantic-Congo
Ethnographic Atlas,Adangme,Af35,xd214,Adangme (Af35),,,6,0,6,0,adan1247,Adangme,ada,Atlantic-Congo
Standard cross-cultural sample,Toradja,SCCS87,xd767,Toradja (SCCS87),Toradja,OG11,-2,121,-2,121,tora1261,Toraja-Sa'dan,sda,Austronesian
Ethnographic Atlas,Sagada,Ia2,xd742,Sagada (Ia2),,,17,121,17,121,nort2877,Northern Kankanay,xnn,Austronesian
Ethnographic Atlas,Toradja,Ic5,xd767,Toradja (Ic5),Toradja,OG11,-2,121,-2,121,tora1261,Toraja-Sa'dan,sda,Austronesian
Ethnographic Atlas,Sahel,Cd19,xd517,Sahel (Cd19),,,35,10.94,35,11,sahi1245,Sahil,,Afro-Asiatic
Ethnographic Atlas,Toro,Ad48,xd118,Toro (Ad48),,,1,31,1,31,toor1238,Tooro,ttj,Atlantic-Congo
Ethnographic Atlas,Sakalava,Eh8,xd694,Sakalava (Eh8),,,-21,43.93,-21,41,saka1291,Sakalava Malagasy,skg,Austronesian
Ethnographic Atlas,Totonac,Nj4,xd1303,Totonac (Nj4),,,20,-97,20,-97,high1243,Highland Totonac,tos,Totonacan
Ethnographic Atlas,Sakata,Ac24,xd49,Sakata (Ac24),,,-3,18,-3,18,saka1287,Sakata,skt,Atlantic-Congo
Ethnographic Atlas,Trarza,Cc19,xd497,Trarza (Cc19),,,18,-15,18,-15,hass1238,Hassaniyya,mey,Afro-Asiatic
Binford Hunter-Gatherer,Salinan,B164,xd1125,Salinan (B164),,,35.47,-120.84,35.47,-120.84,sali1253,Salinan,sln,Salinan
Ethnographic Atlas,Tristan da Cunha,Cf3,xd538,Tristan da Cunha (Cf3),,,-37.11,-12.27,-37,-12,stan1293,English,eng,Indo-European
Ethnographic Atlas,Salinan,Nc26,xd1125,Salinan (Nc26),,,36,-121,36,-121,sali1253,Salinan,sln,Salinan
Ethnographic Atlas,Hadimu,Ad29,xd97,Hadimu (Ad29),,,-6.07,39.43,-6,40,pemb1239,Pemba,,Atlantic-Congo
Ethnographic Atlas,Trobriands,Ig2,xd852,Trobriands (Ig2),Trobriands,OL06,-8.43,151.09,-8,151,kili1267,Kilivila,kij,Austronesian
Standard cross-cultural sample,Hadza,SCCS9,xd9,Hadza (SCCS9),,,-3.75,35.18,-3.75,35.18,hadz1240,Hadza,hts,Hadza
Ethnographic Atlas,Hadza,Aa9,xd9,Hatsa Kindiga (Aa9),,,-3,35,-3,35,hadz1240,Hadza,hts,Hadza
Binford Hunter-Gatherer,Hadza,B69,xd9,Hadza (B69),,,-3.82,35.32,-3.82,35.32,hadz1240,Hadza,hts,Hadza
Ethnographic Atlas,Haida,Nb1,xd1068,Haida (Nb1),,,54,-132,54,-132,nort2938,Northern Haida,hdn,Haida
Western North American Indian database,Salinan,WNAI80,xd1125,Salinan (J80),,,35,-120,35,120,sali1253,Salinan,sln,Salinan
Standard cross-cultural sample,Haida,SCCS131,xd1068,Haida (SCCS131),,,54,-132.5,54,-132.5,nort2938,Northern Haida,hdn,Haida
Binford Hunter-Gatherer,Haida,B290,xd1068,Haida (B290),,,53.54,-132.29,53.54,-132.29,nort2938,Northern Haida,hdn,Haida
Standard cross-cultural sample,Trobriands,SCCS98,xd852,Trobrianders (SCCS98),Trobriands,OL06,-8.54,151.01,-8.64,151.01,kili1267,Kilivila,kij,Austronesian
Western North American Indian database,Haida (Northern),WNAI3,xd1068,North Masset Haida (J3),,,54,-132,54,132,nort2938,Northern Haida,hdn,Haida
